timestamp,shadow_condition,match_id,round,agent1,agent2,agent1_move,agent2_move,agent1_total_score,agent2_total_score,agent1_reasoning,agent2_reasoning
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,2,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,3,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,4,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,5,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,6,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,7,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,8,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,9,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,10,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,11,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,12,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,13,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,14,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,15,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,16,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,17,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,18,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,19,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,20,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,21,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,22,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,23,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,24,TitForTat_p3i1,SuspiciousTitForTat_p3i1,D,C,60,65,,Copying opponent's last move (C).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SuspiciousTitForTat_p3i1,25,TitForTat_p3i1,SuspiciousTitForTat_p3i1,C,D,60,65,,Copying opponent's last move (D).
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Prober_p3i1,1,TitForTat_p3i1,Prober_p3i1,C,C,8,8,,Starting with cooperation.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Prober_p3i1,2,TitForTat_p3i1,Prober_p3i1,C,D,8,8,,Testing opponent with defection on second move.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Prober_p3i1,3,TitForTat_p3i1,Prober_p3i1,D,C,8,8,,Back to cooperation for the third move.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,1,TitForTat_p3i1,Random_p3i1,C,D,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,2,TitForTat_p3i1,Random_p3i1,D,C,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,3,TitForTat_p3i1,Random_p3i1,C,D,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,4,TitForTat_p3i1,Random_p3i1,D,C,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,5,TitForTat_p3i1,Random_p3i1,C,C,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,6,TitForTat_p3i1,Random_p3i1,C,C,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Random_p3i1,7,TitForTat_p3i1,Random_p3i1,C,C,19,19,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,1,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,Starting with cooperation.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,2,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,3,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,4,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,5,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,6,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,7,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,8,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,9,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Gradual_p3i1,10,TitForTat_p3i1,Gradual_p3i1,C,C,30,30,,"Opponent cooperated, so I'm cooperating too."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Alternator_p3i1,1,TitForTat_p3i1,Alternator_p3i1,C,C,8,13,,Alternating pattern: cooperate on even-numbered rounds.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Alternator_p3i1,2,TitForTat_p3i1,Alternator_p3i1,C,D,8,13,,Alternating pattern: defect on odd-numbered rounds.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Alternator_p3i1,3,TitForTat_p3i1,Alternator_p3i1,D,C,8,13,,Alternating pattern: cooperate on even-numbered rounds.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Alternator_p3i1,4,TitForTat_p3i1,Alternator_p3i1,C,D,8,13,,Alternating pattern: defect on odd-numbered rounds.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,1,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,Starting with cooperation to gather data.
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,2,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.10, grim_trigger:0.10, win_stay_lose_shift:0.10, random:0.10, generous_tft:0.10, suspicious_tft:0.10, gradual:0.10, prober:0.10, alternator:0.10, always_cooperate:0.10. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,3,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.06, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.01, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,4,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.03, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,5,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.02, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,6,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.01, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,7,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.01, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,8,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,9,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,10,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,11,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,12,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,13,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,14,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,15,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,16,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,17,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Bayesian_p3i1,18,TitForTat_p3i1,Bayesian_p3i1,C,C,54,54,,"Not confident in opponent strategy yet. Probs: tit_for_tat:0.12, grim_trigger:0.12, win_stay_lose_shift:0.12, random:0.00, generous_tft:0.12, suspicious_tft:0.12, gradual:0.12, prober:0.12, alternator:0.00, always_cooperate:0.12. Using TFT."
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,1,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,2,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,3,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,4,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,5,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,6,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,7,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,8,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,9,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,10,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,11,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,12,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,13,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,14,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,15,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,16,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,17,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,18,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ForgivingGrimTrigger_p3i1,19,TitForTat_p3i1,ForgivingGrimTrigger_p3i1,C,C,57,57,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,1,TitForTat_p3i1,Detective_p3i1,C,C,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,2,TitForTat_p3i1,Detective_p3i1,C,D,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,3,TitForTat_p3i1,Detective_p3i1,D,C,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,4,TitForTat_p3i1,Detective_p3i1,C,D,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,5,TitForTat_p3i1,Detective_p3i1,D,C,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,6,TitForTat_p3i1,Detective_p3i1,C,D,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,7,TitForTat_p3i1,Detective_p3i1,D,C,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,8,TitForTat_p3i1,Detective_p3i1,C,D,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_Detective_p3i1,9,TitForTat_p3i1,Detective_p3i1,D,C,23,23,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,1,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,2,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,3,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,4,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,5,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,6,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,7,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,8,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,9,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,10,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,11,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,12,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,13,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,14,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,15,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,16,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,17,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,18,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,19,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_SoftGrudger_p3i1,20,TitForTat_p3i1,SoftGrudger_p3i1,C,C,60,60,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_QLearning_p3i1,1,TitForTat_p3i1,QLearning_p3i1,C,C,3,3,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ThompsonSampling_p3i1,1,TitForTat_p3i1,ThompsonSampling_p3i1,C,C,47,52,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ThompsonSampling_p3i1,2,TitForTat_p3i1,ThompsonSampling_p3i1,C,D,47,52,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ThompsonSampling_p3i1,3,TitForTat_p3i1,ThompsonSampling_p3i1,D,D,47,52,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ThompsonSampling_p3i1,4,TitForTat_p3i1,ThompsonSampling_p3i1,D,D,47,52,,
2025-08-22T04:14:42.788832,0.1,TitForTat_p3i1_vs_ThompsonSampling_p3i1,5,TitForTat_p3i1,ThompsonSampling_p3i1,D,D,47,52,,
